,Unnamed: 0,id,breed
0,0,AFBB_1_52,AFBB_1
1,1,AFBB_1_55,AFBB_1
2,2,AFBB_1_285,AFBB_1
3,3,AFBB_1_110,AFBB_1
4,4,AFBB_1_669,AFBB_1
5,5,AFBB_1_199,AFBB_1
6,6,AFBB_1_417,AFBB_1
7,7,AFBB_1_266,AFBB_1
8,8,AFBB_1_651,AFBB_1
9,9,AFBB_1_463,AFBB_1
10,10,AFBB_1_566,AFBB_1
11,11,AFBB_1_41,AFBB_1
12,12,AFBB_1_410,AFBB_1
13,13,AFBB_1_920,AFBB_1
14,14,AFBB_1_379,AFBB_1
15,15,AFBB_1_932,AFBB_1
16,16,AFBB_1_502,AFBB_1
17,17,AFBB_1_842,AFBB_1
18,18,AFBB_1_812,AFBB_1
19,19,AFBB_1_104,AFBB_1
20,20,AFBB_1_568,AFBB_1
21,21,AFBB_1_580,AFBB_1
22,22,AFBB_1_384,AFBB_1
23,23,AFBB_1_318,AFBB_1
24,24,AFBB_1_139,AFBB_1
25,25,AFBB_1_922,AFBB_1
26,26,AFBB_1_729,AFBB_1
27,27,AFBB_1_473,AFBB_1
28,28,AFBB_1_399,AFBB_1
29,29,AFBB_1_543,AFBB_1
30,30,AFBB_1_870,AFBB_1
31,31,AFBB_1_439,AFBB_1
32,32,AFBB_1_828,AFBB_1
33,33,AFBB_1_371,AFBB_1
34,34,AFBB_1_45,AFBB_1
35,35,AFBB_1_278,AFBB_1
36,36,AFBB_1_128,AFBB_1
37,37,AFBB_1_213,AFBB_1
38,38,AFBB_1_938,AFBB_1
39,39,AFBB_1_330,AFBB_1
40,40,AFBB_1_655,AFBB_1
41,41,AFBB_1_740,AFBB_1
42,42,AFBB_1_320,AFBB_1
43,43,AFBB_1_581,AFBB_1
44,44,AFBB_1_156,AFBB_1
45,45,AFBB_1_636,AFBB_1
46,46,AFBB_1_329,AFBB_1
47,47,AFBB_1_848,AFBB_1
48,48,AFBB_1_220,AFBB_1
49,49,AFBB_1_437,AFBB_1
50,50,AFBB_1_343,AFBB_1
51,51,AFBB_1_98,AFBB_1
52,52,AFBB_1_460,AFBB_1
53,53,AFBB_1_116,AFBB_1
54,54,AFBB_1_614,AFBB_1
55,55,AFBB_1_3,AFBB_1
56,56,AFBB_1_529,AFBB_1
57,57,AFBB_1_407,AFBB_1
58,58,AFBB_1_550,AFBB_1
59,59,AFBB_1_260,AFBB_1
60,60,AFBB_1_592,AFBB_1
61,61,AFBB_1_626,AFBB_1
62,62,AFBB_1_58,AFBB_1
63,63,AFBB_1_776,AFBB_1
64,64,AFBB_1_61,AFBB_1
65,65,AFBB_1_79,AFBB_1
66,66,AFBB_1_339,AFBB_1
67,67,AFBB_1_682,AFBB_1
68,68,AFBB_1_251,AFBB_1
69,69,AFBB_1_735,AFBB_1
70,70,AFBB_1_803,AFBB_1
71,71,AFBB_1_630,AFBB_1
72,72,AFBB_1_654,AFBB_1
73,73,AFBB_1_282,AFBB_1
74,74,AFBB_1_875,AFBB_1
75,75,AFBB_1_593,AFBB_1
76,76,AFBB_1_734,AFBB_1
77,77,AFBB_1_498,AFBB_1
78,78,AFBB_1_365,AFBB_1
79,79,AFBB_1_323,AFBB_1
80,80,AFBB_1_54,AFBB_1
81,81,AFBB_1_724,AFBB_1
82,82,AFBB_1_530,AFBB_1
83,83,AFBB_1_588,AFBB_1
84,84,AFBB_1_219,AFBB_1
85,85,AFBB_1_136,AFBB_1
86,86,AFBB_1_353,AFBB_1
87,87,AFBB_1_874,AFBB_1
88,88,AFBB_1_891,AFBB_1
89,89,AFBB_1_668,AFBB_1
90,90,AFBB_1_13,AFBB_1
91,91,AFBB_1_838,AFBB_1
92,92,AFBB_1_114,AFBB_1
93,93,AFBB_1_468,AFBB_1
94,94,AFBB_1_631,AFBB_1
95,95,AFBB_1_608,AFBB_1
96,96,AFBB_1_777,AFBB_1
97,97,AFBB_1_351,AFBB_1
98,98,AFBB_1_394,AFBB_1
99,99,AFBB_1_231,AFBB_1
100,100,AFBB_1_623,AFBB_1
101,101,AFBB_1_435,AFBB_1
102,102,AFBB_1_779,AFBB_1
103,103,AFBB_1_358,AFBB_1
104,104,AFBB_1_658,AFBB_1
105,105,AFBB_1_109,AFBB_1
106,106,AFBB_1_859,AFBB_1
107,107,AFBB_1_451,AFBB_1
108,108,AFBB_1_130,AFBB_1
109,109,AFBB_1_680,AFBB_1
110,110,AFBB_1_294,AFBB_1
111,111,AFBB_1_888,AFBB_1
112,112,AFBB_1_488,AFBB_1
113,113,AFBB_1_923,AFBB_1
114,114,AFBB_1_490,AFBB_1
115,115,AFBB_1_687,AFBB_1
116,116,AFBB_1_324,AFBB_1
117,117,AFBB_1_466,AFBB_1
118,118,AFBB_1_29,AFBB_1
119,119,AFBB_1_553,AFBB_1
120,120,AFBB_1_564,AFBB_1
121,121,AFBB_1_77,AFBB_1
122,122,AFBB_1_673,AFBB_1
123,123,AFBB_1_871,AFBB_1
124,124,AFBB_1_739,AFBB_1
125,125,AFBB_1_115,AFBB_1
126,126,AFBB_1_153,AFBB_1
127,127,AFBB_1_672,AFBB_1
128,128,AFBB_1_811,AFBB_1
129,129,AFBB_1_578,AFBB_1
130,130,AFBB_1_236,AFBB_1
131,131,AFBB_1_854,AFBB_1
132,132,AFBB_1_537,AFBB_1
133,133,AFBB_1_33,AFBB_1
134,134,AFBB_1_795,AFBB_1
135,135,AFBB_1_552,AFBB_1
136,136,AFBB_1_137,AFBB_1
137,137,AFBB_1_694,AFBB_1
138,138,AFBB_1_44,AFBB_1
139,139,AFBB_1_899,AFBB_1
140,140,AFBB_1_297,AFBB_1
141,141,AFBB_1_470,AFBB_1
142,142,AFBB_1_319,AFBB_1
143,143,AFBB_1_310,AFBB_1
144,144,AFBB_1_191,AFBB_1
145,145,AFBB_1_733,AFBB_1
146,146,AFBB_1_609,AFBB_1
147,147,AFBB_1_679,AFBB_1
148,148,AFBB_1_839,AFBB_1
149,149,AFBB_1_886,AFBB_1
150,150,AFBB_1_422,AFBB_1
151,151,AFBB_1_809,AFBB_1
152,152,AFBB_1_397,AFBB_1
153,153,AFBB_1_226,AFBB_1
154,154,AFBB_1_659,AFBB_1
155,155,AFBB_1_807,AFBB_1
156,156,AFBB_1_22,AFBB_1
157,157,AFBB_1_280,AFBB_1
158,158,AFBB_1_843,AFBB_1
159,159,AFBB_1_215,AFBB_1
160,160,AFBB_1_436,AFBB_1
161,161,AFBB_1_355,AFBB_1
162,162,AFBB_1_354,AFBB_1
163,163,AFBB_1_166,AFBB_1
164,164,AFBB_1_344,AFBB_1
165,165,AFBB_1_856,AFBB_1
166,166,AFBB_1_71,AFBB_1
167,167,AFBB_1_741,AFBB_1
168,168,AFBB_1_693,AFBB_1
169,169,AFBB_1_752,AFBB_1
170,170,AFBB_1_686,AFBB_1
171,171,AFBB_1_641,AFBB_1
172,172,AFBB_1_134,AFBB_1
173,173,AFBB_1_455,AFBB_1
174,174,AFBB_1_152,AFBB_1
175,175,AFBB_1_873,AFBB_1
176,176,AFBB_1_652,AFBB_1
177,177,AFBB_1_747,AFBB_1
178,178,AFBB_1_797,AFBB_1
179,179,AFBB_1_928,AFBB_1
180,180,AFBB_1_125,AFBB_1
181,181,AFBB_1_425,AFBB_1
182,182,AFBB_1_374,AFBB_1
183,183,AFBB_1_50,AFBB_1
184,184,AFBB_1_731,AFBB_1
185,185,AFBB_1_57,AFBB_1
186,186,AFBB_1_483,AFBB_1
187,187,AFBB_1_203,AFBB_1
188,188,AFBB_1_183,AFBB_1
189,189,AFBB_1_492,AFBB_1
190,190,AFBB_1_887,AFBB_1
191,191,AFBB_1_305,AFBB_1
192,192,AFBB_1_884,AFBB_1
193,193,AFBB_1_695,AFBB_1
194,194,AFBB_1_135,AFBB_1
195,195,AFBB_1_499,AFBB_1
196,196,AFBB_1_660,AFBB_1
197,197,AFBB_1_74,AFBB_1
198,198,AFBB_1_347,AFBB_1
199,199,AFBB_1_790,AFBB_1
200,200,AFBB_1_182,AFBB_1
201,201,AFBB_1_587,AFBB_1
202,202,AFBB_1_167,AFBB_1
203,203,AFBB_1_221,AFBB_1
204,204,AFBB_1_723,AFBB_1
205,205,AFBB_1_917,AFBB_1
206,206,AFBB_1_635,AFBB_1
207,207,AFBB_1_350,AFBB_1
208,208,AFBB_1_127,AFBB_1
209,209,AFBB_1_852,AFBB_1
210,210,AFBB_1_430,AFBB_1
211,211,AFBB_1_678,AFBB_1
212,212,AFBB_1_523,AFBB_1
213,213,AFBB_1_165,AFBB_1
214,214,AFBB_1_699,AFBB_1
215,215,AFBB_1_759,AFBB_1
216,216,AFBB_1_27,AFBB_1
217,217,AFBB_1_750,AFBB_1
218,218,AFBB_1_633,AFBB_1
219,219,AFBB_1_364,AFBB_1
220,220,AFBB_1_201,AFBB_1
221,221,AFBB_1_85,AFBB_1
222,222,AFBB_1_765,AFBB_1
223,223,AFBB_1_496,AFBB_1
224,224,AFBB_1_834,AFBB_1
225,225,AFBB_1_836,AFBB_1
226,226,AFBB_1_388,AFBB_1
227,227,AFBB_1_440,AFBB_1
228,228,AFBB_1_160,AFBB_1
229,229,AFBB_1_273,AFBB_1
230,230,AFBB_1_800,AFBB_1
231,231,AFBB_1_421,AFBB_1
232,232,AFBB_1_708,AFBB_1
233,233,AFBB_1_272,AFBB_1
234,234,AFBB_1_780,AFBB_1
235,235,AFBB_1_517,AFBB_1
236,236,AFBB_1_121,AFBB_1
237,237,AFBB_1_271,AFBB_1
238,238,AFBB_1_876,AFBB_1
239,239,AFBB_1_755,AFBB_1
240,240,AFBB_1_370,AFBB_1
241,241,AFBB_1_158,AFBB_1
242,242,AFBB_1_792,AFBB_1
243,243,AFBB_1_685,AFBB_1
244,244,AFBB_1_30,AFBB_1
245,245,AFBB_1_88,AFBB_1
246,246,AFBB_1_1,AFBB_1
247,247,AFBB_1_787,AFBB_1
248,248,AFBB_1_939,AFBB_1
249,249,AFBB_1_833,AFBB_1
250,250,AFBB_1_725,AFBB_1
251,251,AFBB_1_762,AFBB_1
252,252,AFBB_1_80,AFBB_1
253,253,AFBB_1_284,AFBB_1
254,254,AFBB_1_789,AFBB_1
255,255,AFBB_1_476,AFBB_1
256,256,AFBB_1_629,AFBB_1
257,257,AFBB_1_933,AFBB_1
258,258,AFBB_1_823,AFBB_1
259,259,AFBB_1_274,AFBB_1
260,260,AFBB_1_794,AFBB_1
261,261,AFBB_1_769,AFBB_1
262,262,AFBB_1_937,AFBB_1
263,263,AFBB_1_728,AFBB_1
264,264,AFBB_1_835,AFBB_1
265,265,AFBB_1_904,AFBB_1
266,266,AFBB_1_507,AFBB_1
267,267,AFBB_1_53,AFBB_1
268,268,AFBB_1_482,AFBB_1
269,269,AFBB_1_896,AFBB_1
270,270,AFBB_1_264,AFBB_1
271,271,AFBB_1_352,AFBB_1
272,272,AFBB_1_560,AFBB_1
273,273,AFBB_1_840,AFBB_1
274,274,AFBB_1_332,AFBB_1
275,275,AFBB_1_689,AFBB_1
276,276,AFBB_1_83,AFBB_1
277,277,AFBB_1_582,AFBB_1
278,278,AFBB_1_334,AFBB_1
279,279,AFBB_1_186,AFBB_1
280,280,AFBB_1_897,AFBB_1
281,281,AFBB_1_40,AFBB_1
282,282,AFBB_1_479,AFBB_1
283,283,AFBB_1_89,AFBB_1
284,284,AFBB_1_101,AFBB_1
285,285,AFBB_1_302,AFBB_1
286,286,AFBB_1_889,AFBB_1
287,287,AFBB_1_163,AFBB_1
288,288,AFBB_1_208,AFBB_1
289,289,AFBB_1_217,AFBB_1
290,290,AFBB_1_321,AFBB_1
291,291,AFBB_1_400,AFBB_1
292,292,AFBB_1_767,AFBB_1
293,293,AFBB_1_702,AFBB_1
294,294,AFBB_1_628,AFBB_1
295,295,AFBB_1_381,AFBB_1
296,296,AFBB_1_76,AFBB_1
297,297,AFBB_1_869,AFBB_1
298,298,AFBB_1_111,AFBB_1
299,299,AFBB_1_395,AFBB_1
300,300,AFBB_1_304,AFBB_1
301,301,AFBB_1_316,AFBB_1
302,302,AFBB_1_716,AFBB_1
303,303,AFBB_1_113,AFBB_1
304,304,AFBB_1_10,AFBB_1
305,305,AFBB_1_775,AFBB_1
306,306,AFBB_1_91,AFBB_1
307,307,AFBB_1_454,AFBB_1
308,308,AFBB_1_881,AFBB_1
309,309,AFBB_1_903,AFBB_1
310,310,AFBB_1_174,AFBB_1
311,311,AFBB_1_900,AFBB_1
312,312,AFBB_1_342,AFBB_1
313,313,AFBB_1_670,AFBB_1
314,314,AFBB_1_37,AFBB_1
315,315,AFBB_1_497,AFBB_1
316,316,AFBB_1_646,AFBB_1
317,317,AFBB_1_253,AFBB_1
